"","major","year","men","women","type"
"11118","商船学",2011,0,0,4
"11119","家政学",2011,2405,17639,4
"11120","食物学",2011,3369,29776,4
"11121","被服学",2011,274,6124,4
"11122","住居学",2011,146,924,4
"11123","児童学",2011,361,4272,4
"11124","その他",2011,0,249,4
"11125","教育学",2011,8345,16265,4
"11126","小学校課程",2011,0,0,4
"11127","中学校課程",2011,0,0,4
"11128","高等学校課程",2011,0,0,4
"11129","特別教科課程",2011,0,0,4
"11130","盲学校課程",2011,0,0,4
"11131","聾学校課程",2011,0,0,4
"11132","中等教育学校課程",2011,297,119,4
"11133","養護学校課程",2011,0,0,4
"11134","幼稚園課程",2011,0,0,4
"11135","体育学",2011,18771,10822,4
"11136","障害児教育課程",2011,0,0,4
"11137","特別支援教育課程",2011,0,0,4
"11138","その他",2011,13212,35641,4
"11139","美術",2011,2231,7578,4
"11140","デザイン",2011,4843,10344,4
"11141","音楽",2011,3158,13324,4
"11142","その他",2011,8314,14009,4
"11143","教養学",2011,561,1047,4
"11144","総合科学",2011,0,0,4
"11145","教養課程（文科）",2011,0,540,4
"11146","教養課程（理科）",2011,1860,355,4
"11147","教養課程（その他）",2011,183,42,4
"11148","人文・社会科学",2011,9216,11901,4
"11149","国際関係学（国際関係学部）",2011,4886,7102,4
"11150","人間関係科学",2011,6441,4393,4
"11151","その他",2011,43533,40797,4
"11152","21",2010,1127705,829326,4
"11153","22",2010,1133962,850714,4
"11154","文学",2010,37766,98549,4
"11155","史学",2010,13177,11746,4
"11156","哲学",2010,17570,26150,4
"11157","その他",2010,44153,86694,4
"11158","法学・政治学",2010,107746,42219,4
"11159","商学・経済学",2010,326099,106795,4
"11160","社会学",2010,64877,77172,4
"11161","その他",2010,40698,23103,4
"11162","数学",2010,9848,2411,4
"11163","物理学",2010,6930,947,4
"11164","化学",2010,6273,2466,4
"11165","生物学",2010,2379,1385,4
"11166","地学",2010,1211,371,4
"11167","その他",2010,8111,4328,4
"11168","機械工学",2010,44353,1008,4
"11169","電気通信工学",2010,75739,4608,4
"11170","土木建築工学",2010,37846,6445,4
"11171","応用化学",2010,14671,3373,4
"11172","応用理学",2010,1867,221,4
"11173","原子力工学",2010,224,9,4
"11174","鉱山学",2010,0,0,4
"11175","金属工学",2010,0,0,4
"11176","繊維工学",2010,0,0,4
"11177","船舶工学",2010,82,6,4
"11178","航空工学",2010,2377,130,4
"11179","経営工学",2010,9173,1101,4
"11180","工芸学",2010,1337,730,4
"11181","その他",2010,34361,7705,4
"11182","農学",2010,4387,2310,4
"11183","農芸化学",2010,2268,1942,4
"11184","農業工学",2010,1464,531,4
"11185","農業経済学",2010,1615,593,4
"11186","林学",2010,485,243,4
"11187","林産学",2010,0,0,4
"11188","獣医学畜産学",2010,3716,3515,4
"11189","水産学",2010,2607,748,4
"11190","その他",2010,7973,6032,4
"11191","医学",2010,12436,6445,4
"11192","歯学",2010,7420,4108,4
"11193","薬学",2010,23611,31379,4
"11194","看護学",2010,3880,30101,4
"11195","その他",2010,25751,27581,4
"11196","商船学",2010,0,0,4
"11197","家政学",2010,2265,17553,4
"11198","食物学",2010,3347,28462,4
"11199","被服学",2010,335,6310,4
"11200","住居学",2010,107,1003,4
"11201","児童学",2010,384,4363,4
"11202","その他",2010,0,193,4
"11203","教育学",2010,7842,15236,4
"11204","小学校課程",2010,1,0,4
"11205","中学校課程",2010,0,0,4
"11206","高等学校課程",2010,0,0,4
"11207","特別教科課程",2010,0,0,4
"11208","盲学校課程",2010,0,0,4
"11209","聾学校課程",2010,0,0,4
"11210","中等教育学校課程",2010,213,92,4
"11211","養護学校課程",2010,0,0,4
"11212","幼稚園課程",2010,0,0,4
"11213","体育学",2010,18085,10486,4
"11214","障害児教育課程",2010,0,0,4
"11215","特別支援教育課程",2010,0,0,4
"11216","その他",2010,11976,32957,4
"11217","美術",2010,2166,7070,4
"11218","デザイン",2010,4903,10494,4
"11219","音楽",2010,3219,13555,4
"11220","その他",2010,8616,14514,4
"11221","教養学",2010,427,875,4
"11222","総合科学",2010,0,0,4
"11223","教養課程（文科）",2010,0,544,4
"11224","教養課程（理科）",2010,1812,305,4
"11225","教養課程（その他）",2010,232,70,4
"11226","人文・社会科学",2010,9232,11150,4
